respid,sex,eminuse,intmob,intfreq,home4nw,bbhome1,bbhome2,device1a,smart2,snsint2,device1b,device1c,device1d,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,sns2a,sns2b,sns2c,sns2d,sns2e,pial5a,pial5b,pial5c,pial5d,pial11,pial11a,pial11ao@,pial11_igbm,pial12,books1,books2a,books2b,books2c,age,marital,educ2,emplnw,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,inc,party,partyln
100856,2,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,2, , ,1,1,a traves de iinternet se commnican,9, ,0, , , ,71,1,98,4,1,1, , , ,1,3,1,4,8
100859,2,2,1,2,2, , , ,2,1,2,2,2,2,1,1,2,1,1,2,2, ,3,1, ,3,4,1,2,3,1,1,accede uno con la familia y personas que no a visto,9,1,2,1,2,2,63,4,2,2,1,1, , , ,1,3,98,3,8
100862,2,1,1,2,1,1,1, ,1,1,1,1,1,2,1,1,1,1,2,2,2, ,2,4,2,3,1,2,1,1,2,1,because internet data is taking over work society... everything has taken over society and books and paper.,8,1,5,1,2,2,23,6,4,5,2,2, , , ,2, ,2,9,9
100863,2,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,3,1, , ,8, , ,9, ,0, , , ,70,1,1,4,1,8, , , ,9,1,1,2, 
100865,2,1,1,1,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,1,1, , ,3, ,3,3,1,1,4,1,1,educational,1,1,1,1,1,2,55,1,6,1,2,1, , , ,1, ,7,3,2
100867,2,1,1,3,2, , , ,1,2,1,2,1,2,2,1,2,1,1,2,2, , ,2, ,4,3,2,3, ,1,1,Sirve para comunicarse y tener contacto con algunas personas,9,1,0, , , ,43,1,2,1,1,1, , , ,1,3,1,3,1
100868,1,1,1,1,1,2, , ,1,1,2,1,2,2,1,2,1,1,1,2,1, ,1, ,1,3,4,2,1,3,2,1,less connnection,4,2,3,1,2,2,20,6,4,4,2,1, , , ,1, ,9,3,2
100869,1,2,2, , , , , ,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1, , ,8, , ,9, ,0, , , ,50,3,4,1,2,9, , , ,9, ,1,8,8
100870,1,1,1,2,1,2, , ,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,3,1,1,4,4,4,4,1,1,helps communcat with long distance family,2,1,6,1,1,2,18,6,4,4,1,1, , , ,1,1,3,1, 
100871,2,2,2, , , , , ,1,2,2,2,2,2,2,1,2,2,2,2,2, , ,1, , ,1,1, , ,3, , ,9, ,0, , , ,71,1,1,4,1,7, , , ,5,3,3,2, 
100872,1,1,1,1,1,2, , ,1,1,1,1,1,2,1,1,1,1,1,1,2, ,2,3,1,3,2,1,1,3,1,1,"because its techonolgy is progressing the way of the way the world is, its more of a necessity for commmunicationm",2,1,1,1,2,2,33,6,5,1,1,7, , , ,5,1,6,3,1
100874,1,2,2, , , , , ,1,2,2,2,2,2,2,2,2,1,2,2,2, , , , ,2,1,1, , ,2,1,people want to act as fools|on in the internet,8, ,0, , , ,64,8,98,6,2,2, , , ,2, ,3,3,2
100876,1,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,1, ,4,2,2,2,3,1,1,access to info,1,1,20,1,2,2,73,1,7,3,2,1, , , ,1, ,2,2, 
100878,1,8,2, , , , , ,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,2, , ,1,8, ,9, ,0, , , ,61,1,1,2,1,9, , , ,9,3,98,9,9
100879,1,1,1,2,2, , , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,1, ,1,4,3,3,3,1,1,the connection to information and with your family and long distance friends and mainly the fact that you can look up anyting and its available,2,1,2,1,2,2,51,5,3,5,2,1, , , ,1, ,1,3,2
100880,2,1,1,2,1,2, , ,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,1, ,5,1,1,1,2,1,1,"help connect with each other better, provides information to us instantaneously",2,1,15,1,2,2,51,1,6,2,2,1, , , ,1, ,9,1, 
100881,1,1,1,1,1,8, , ,1,1,1,2,1,2,2,1,2,1,2,2,2, , ,2, ,1,2,4,4,4,3, , ,9,2,20,1,2,2,33,6,3,4,1,7, , , ,5,1,1,3,1
100883,2,2,2, , , , , ,1,1,2,2,2,2,2,1,2,1,1,2,2, , ,1, ,1,1,1, ,2,1,1,unicas cosas de communicacion entre hijos y trabajas,9, ,98,1,2,2,68,4,1,1,1,7, , , ,5,3,2,4,8
100884,1,1,1,4,2, , , ,1,1,2,2,2,2,2,1,2,1,1,2,2, , ,5, ,3,4,3,3,4,2,1,porque es una distraccion muy grande,9,1,0, , , ,27,6,6,1,1,9, , , ,9,3,1,8,8
100886,2,1,1,2,1,8, , ,1,1,1,1,2,2,2,1,2,1,2,1,2, , ,1, ,5,4,1,1,2,1,1,"information is avaliable for everyone, it used to be hard to get, its now very quickly",1,1,98,1,1,1,80,1,6,3,2,1, , , ,1, ,7,1, 
100887,2,1,1,2,1,2, , ,1,1,1,1,1,1,2,1,2,1,2,1,1,5, ,3, ,3,1,1,1,2,1,1,it allows access to information,1,1,3,1,2,2,50,1,7,1,2,2, , , ,2, ,8,3,2
100888,1,1,1,3,1,5, , ,1,2,1,2,2,2,2,2,2,2,2,2,2, , , , , ,6,2,3, ,1,1,news,1,1,97,1,1,1,30,1,6,1,2,1, , , ,1, ,99,9,1
100889,1,1,1,4,2, , , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,3, ,3,2,2,2,4,1,1,information,1,1,0, , , ,34,1,3,1,1,7, , , ,5,1,5,4,1
100892,1,1,1,5,1,5, , ,8,1,2,2,1,2,2,1,2,1,2,2,2, , ,5, ,5,4,4,4,4,3, , ,9,1,0, , , ,60,1,2,2,1,1, , , ,1,3,98,8,8
100893,1,1,2,4,1,1,1, ,1,2,2,1,2,2,2,2,2,2,1,2,1, , , , , ,3,1,1, ,1,1,information,1,1,5,1,2,1,60,1,2,1,1,7, , , ,5,1,4,3,2
100894,1,1,1,2,1,2, , ,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,1,3,1,1,facilita muchas cosas,9,1,0, , , ,32,1,3,1,1,3, , , ,3,1,3,3,8
100898,1,1,1,2,1,3, , ,1,2,1,1,1,2,2,1,2,1,2,1,1, , ,5, ,1,1,1,1, ,1,1,It spreads information in a way we've never been able to before. (else) none,1,1,0, , , ,44,2,5,1,2,1, , , ,1, ,99,1, 
100899,1,1,1,1,1,2, , ,1,1,2,1,2,9,2,9,1,9,1,9,9, , , ,2, ,4,2,4,4,1,1,sharing info,1,2,12,1,1,2,99,1,7,1,9,9, , , ,9, ,99,1, 
100900,2,1,1,1,1,2, , ,1,1,2,1,2,2,1,1,1,1,2,1,2, ,2,2,2,3,2,1,2,2,1,1,I FEEL THAT IT'S MADE EVERYTHING MORE FUNCTIONAL AND THAT IT HAS MADE IT EASIER FOR PEOPLE TO COMMUNICATE WITH EACH OTHER.,2,1,30,1,1,1,30,1,8,1,2,1, , , ,1, ,5,3,1
100901,1,1,1,2,1,2, , ,1,1,1,1,2,1,1,1,2,1,2,1,1,3,3,2, ,3,4,1,1,4,1,1,Its good because instant communication,2,1,50,1,2,2,53,1,7,5,2,1, , , ,1, ,9,2, 
100902,2,1,1,2,1,2, , ,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1, ,3,2,1,1,1,1,1,keeps us informed,1,1,5,1,2,2,21,6,4,1,2,1, , , ,1, ,7,3,1
100903,2,1,1,2,2, , , ,1,2,1,1,2,2,2,2,2,2,2,2,2, , , , , ,1,1,1, ,2,1,teenagers,5,1,97,1,2,1,99,6,5,5,1,2,7, , ,4,1,6,3,9
100905,1,1,1,2,1,8, , ,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,3,3,3,2,4,1,1,benefits & easy access,8,1,0, , , ,19,6,4,2,2,1, , , ,1, ,7,1, 
100907,2,1,1,2,1,2, , ,1,1,2,1,2,2,2,1,2,1,2,1,2, , ,3, ,3,2,1,1,3,3, , ,9,1,2,1,2,2,62,3,4,3,1,7, , , ,5,1,2,4,2
100908,1,1,1,2,1,2, , ,1,2,1,1,1,2,2,2,2,1,1,2,2, , , , ,1,4,2,1, ,1,1,you never hear about the good things only the bad but it has changed everuthing,8,1,4,1,2,2,20,6,2,4,2,2, , , ,2, ,6,2, 
100909,1,2,2, , , , , ,2,2,2,2,2,2,2,1,2,2,2,2,2, , ,1, , ,1,1, , ,3, , ,9, ,0, , , ,81,5,2,3,2,1, , , ,1, ,1,2, 
100911,2,1,1,2,1,2, , ,1,1,1,1,1,2,2,1,1,1,1,2,2, , ,1,4,3,2,1,2,2,3, , ,9,1,3,1,2,2,43,6,3,1,1,1, , , ,1,3,3,3,8
100912,1,1,1,2,1,2, , ,1,2,1,2,1,2,2,2,2,1,2,2,1, , , , ,3,3,2,2, ,8, , ,9,1,1,2,2,1,37,1,6,1,2,1, , , ,1, ,6,2, 
100913,1,1,1,2,2, , , ,2,1,2,2,1,2,2,1,2,1,2,2,2, , ,3, ,1,1,1,2,3,1,1,talks with friends and family,2,1,0, , , ,23,6,3,1,2,2, , , ,2, ,2,3,8
100915,1,1,1,2,2, , , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,3, ,1,6,2,2,3,3, , ,9,1,6,1,1,2,62,3,5,3,2,1, , , ,1, ,2,3,8
100916,1,1,1,1,1,2, , ,1,1,1,1,1,1,2,1,2,1,2,2,2,5, ,1, ,2,4,2,1,2,8, , ,9,1,12,1,1,2,65,1,6,1,2,1, , , ,1, ,7,2, 
100918,2,1,1,1,1,2, , ,1,1,2,1,2,2,2,1,2,1,2,2,1, , ,1, ,3,1,1,1,2,1,1,yousee thing you would never have,1,1,8,1,2,2,60,1,6,1,2,1, , , ,1, ,99,2, 
100919,1,1,1,1,1,2, , ,1,1,1,1,2,1,1,1,2,1,2,1,2,1,4,1, ,3,1,2,1,1,1,1,its conected in a different ways that give us a more straight line unfilterd line of information,1,1,6,1,2,2,74,2,6,3,2,1, , , ,1, ,4,1, 
100920,1,1,1,1,1,2, , ,1,2,2,1,2,2,2,2,2,1,2,2,1, , , , ,5,2,1,1, ,1,1,effeciency,8,1,15,1,2,2,37,1,7,1,2,1, , , ,1, ,7,2, 
100923,1,1,1,2,2, , , ,1,1,2,1,1,1,2,1,1,1,2,2,1,3, ,3,4,1,4,2,1,3,1,1,FOR THE AMOUNT OF INFORMATION THAT CAN BE SHARED AND DEVELOPED.,1,1,10,1,2,1,25,1,6,1,2,1, , , ,1, ,4,2, 
100924,1,1,1,4,2, , , ,1,1,2,2,2,2,2,1,2,2,1,2,2, , ,2, , ,4,2,3,3,3, , ,9,3,15,1,1,2,45,1,3,1,1,7, , , ,5,3,3,3,2
100926,2,1,1,2,2, , , ,1,1,2,2,2,2,2,1,2,1,1,2,2, , ,2, ,3,2,1,3,4,3, , ,9,1,97,1,2,2,36,4,1,2,1,7, , , ,5,3,1,3,8
100927,1,2,2, , , , , ,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1, , ,3, , ,9, ,3,1,2,2,81,1,1,2,1,7, , , ,5,3,2,2, 
100929,2,1,1,1,1,2, , ,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,1,4,4,4,1,1,3,1,1,the speed of knowlegde,1,1,12,1,2,2,66,1,6,1,2,1, , , ,1, ,99,9,9
100931,1,1,1,1,1,2, , ,1,1,1,1,1,2,2,1,2,1,2,2,1, , ,2, ,2,3,1,1,3,1,1,"You get to see whatever is going in the world, undiluted.",1,1,50,1,1,2,33,1,6,1,2,1, , , ,1, ,9,1, 
100932,1,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,1, ,4,1,1,1,1,1,1,Information,1,1,0, , , ,52,1,6,1,2,1, , , ,1, ,9,1, 
100933,1,1,1,1,1,2, , ,1,1,2,1,2,2,1,1,2,1,2,2,2, ,3,2, ,1,1,3,1,2,1,1,it has a lot of information,1,1,90,1,2,2,37,6,7,1,2,1, , , ,1, ,6,2, 
100934,2,1,2,4,2, , , ,2,1,2,2,2,1,2,1,2,1,2,2,2,3, ,3, ,3,1,3,2,4,8, , ,9,1,0, , , ,85,5,3,3,1,9, , , ,9,3,99,2, 
100935,1,1,1,2,1,2, , ,1,2,1,1,1,2,2,2,1,1,2,2,2, , , ,4,4,1,1,1, ,1,1,full of information,1,1,3,1,2,2,55,1,6,1,2,1, , , ,1, ,99,3,1
100936,2,1,1,2,2, , , ,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,1,2,3,3,3,3,1,1,helpful and useful for finding information right away,1,1,5,1,1,2,19,6,3,4,1,7, , , ,5,1,3,3,1
100937,2,1,1,2,2, , , ,1,1,2,2,1,1,1,1,1,1,2,1,2,4,1,1,1,1,4,4,4,4,2,1,a lot of misinformation,3,2,8,1,1,2,29,1,4,2,2,1, , , ,1, ,2,3,1
100939,1,1,1,1,2, , , ,1,1,1,2,2,1,1,1,2,1,1,1,1,5,2,2, ,2,4,4,1,4,1,1,looking up information,1,1,7,1,2,2,31,2,5,2,2,5, , , ,5, ,1,1, 
100941,2,1,1,3,1,2, , ,2,1,1,1,2,2,2,1,2,1,2,2,2, , ,3, ,3,2,3,2,4,3, , ,9,1,8,1,2,2,60,1,6,4,2,1, , , ,1, ,8,1, 
100944,1,1,1,5,2, , , ,1,2,1,2,2,2,2,2,2,1,2,2,2, , , , ,4,4,4,4, ,1,1,knowledge,1,1,2,1,2,2,56,6,7,1,1,1, , , ,1,1,4,1, 
100946,1,1,1,2,1,2, , ,1,1,1,1,2,2,1,1,2,1,1,2,1, ,2,2, ,3,6,3,2,3,1,1,THE EASE OF ACCESSING INFORMATION.,1,1,20,1,2,1,35,1,5,1,2,1, , , ,1, ,8,1, 
100948,2,1,1,1,1,8, , ,1,1,1,1,1,2,1,1,1,1,2,2,1, ,1,1,1,2,4,1,1,4,1,1,"gives access to reach out to family members far from me, and gives you quick answers to things you dont know online",2,1,30,1,2,1,25,6,6,1,2,3, , , ,3, ,9,2, 
100950,2,1,1,5,2, , , ,2,1,2,2,2,2,2,1,2,2,2,2,2, , ,1, , ,1,1,4,2,2,1,caused a lot of problems,8,8,4,1,2,2,60,5,4,3,2,1, , , ,1, ,6,1, 
100951,1,1,1,4,1,1,1, ,1,2,1,2,2,2,2,2,2,2,2,2,2, , , , , ,4,4,4, ,2,1,IT ABSORBS TOO MUCH TIME,4,1,0, , , ,63,2,3,5,2,1, , , ,1, ,9,1, 
100952,1,1,1,2,1,2, , ,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,1,1,2,3,1,1,1,1,1,ease of life and has created businesses,8,1,10,1,1,2,18,6,3,4,2,1, , , ,1, ,98,1, 
100953,1,1,1,1,1,2, , ,1,1,1,1,1,2,2,1,2,1,1,2,1, , ,3, ,1,4,1,1,2,1,1,the main reason for instant communication and having knowledge of anything you want,1,1,45,2,1,2,38,1,5,2,1,1, , , ,1,3,4,1, 
100955,2,1,1,1,2, , , ,1,1,1,2,2,2,2,1,2,1,2,1,1, , ,1, ,4,3,1,1,3,1,1,connecting people,2,1,0, , , ,41,1,4,1,2,1, , , ,1, ,8,3,8
100956,1,1,1,1,2, , , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,1, ,1,4,2,1,3,1,1,increased global communication,2,1,97,1,2,2,20,6,4,2,2,1, , , ,1, ,1,2, 
100957,2,2,1,2,2, , , ,1,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,1,5,5, ,1,1,puede uno trabajar alli,9,1,0, , , ,50,1,5,1,1,8, , , ,9,3,1,3,1
100958,2,1,1,4,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,1, ,1,1,1,1,3,1,1,"gps, make doctor appointments and keep in touch with family",2,1,6,1,2,2,60,2,4,3,2,2, , , ,2, ,4,2, 
100959,2,1,1,4,1,1,1, ,2,1,2,1,2,2,2,1,2,1,2,2,2, , ,2, ,2,4,2,2,2,1,1,School for the kids college,1,1,30,1,2,2,42,2,4,1,1,7, , , ,5,1,4,2, 
100960,1,1,1,2,1,2, , ,1,2,1,1,2,2,2,2,2,1,2,2,1, , , , ,2,1,1,1, ,1,1,helps with commerce and helps me work from home information about news,1,1,0, , , ,44,4,7,1,2,1, , , ,1, ,9,2, 
100961,2,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,1,1,2,2,2, , ,2,3,3,3,1,1,3,1,1,just very quick acces to information,1,1,6,1,2,2,51,1,8,2,2,1, , , ,1, ,9,2, 
100962,2,1,1,1,1,1,1, ,1,1,2,1,1,2,1,1,2,1,2,2,2, ,1,5, ,1,3,2,1,2,3, , ,9,2,50,1,1,1,19,6,3,2,2,3, , , ,3, ,3,3,8
100964,2,1,1,4,1,1,1, ,2,2,2,2,2,2,2,1,2,2,2,2,2, , ,3, , ,4,4,1, ,2,1,Internet has been brainwashing the younger generation.,5,2,15,1,2,2,22,1,4,4,2,2, , , ,2, ,1,3,8
100965,1,1,1,2,1,2, , ,1,1,1,1,1,2,1,1,2,1,2,2,2, ,3,3, ,1,1,1,1,3,1,1,it allows people to get access and learn a bunch of things. schooling would've been a lot different for me if I didn't have the internet at my house,1,1,0, , , ,34,6,5,2,2,2, , , ,2, ,3,2, 
100967,1,1,1,1,1,2, , ,1,1,1,1,1,2,2,2,2,1,2,2,2, , , , ,1,4,3,3,2,1,1,access to information that otherwise be unavaliable,1,1,5,1,2,1,20,6,5,1,1,7, , , ,5,1,8,2, 
100968,1,1,1,8,1,8, , ,1,1,2,1,1,2,1,1,1,1,1,2,2, ,1,3,5,2,3,1,1,1,8, , ,9,1,2,1,2,2,20,6,4,1,2,8, , , ,9, ,6,8,8
100969,1,1,1,4,2, , , ,1,1,2,2,1,2,2,1,2,1,1,2,2, , ,1, ,1,2,2,1,3,1,1,sin internet no pudieramos aser nada porque hay mas facilidades para la escuela oh meterse a encontrar algo,9,1,0, , , ,30,1,1,1,1,1, , , ,1,3,6,8,8
100970,2,1,1,2,1,8, , ,1,1,2,1,2,1,1,1,1,1,1,1,1,3,2,5,1,2,4,3,2,4,1,1,easy access to knoelegde,1,1,15,1,1,2,25,6,6,1,2,3, , , ,3, ,98,2, 
100972,1,1,1,2,1,2, , ,1,1,1,1,1,2,2,1,2,1,2,2,1, , ,2, ,3,1,2,1,3,1,1,access information,1,1,6,2,2,1,38,1,7,1,2,1, , , ,1, ,9,3,8
100973,1,1,1,2,1,2, , ,1,1,2,1,2,2,2,1,1,1,1,2,1, , ,2,2,2,4,2,1,3,1,1,leads to access for information,1,1,5,1,2,2,24,6,6,1,2,3, , , ,3, ,6,3,2
100974,1,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,1, , ,2, ,2,1,3,1,2,9, , ,9,1,6,1,2,2,74,5,7,2,2,1, , , ,1, ,4,2, 
100975,2,2,2, , , , , ,1,1,2,2,2,2,2,2,2,2,2,2,2, , , , , ,3,3, ,4,1,1,"porque es algo mas rapido para las emergencias, para todo, para encontrar algo o localizar a alguien o por eso lo considero algo bueno porque rapido se puede encontrar a alguien",9, ,0, , , ,54,1,2,6,1,1, , , ,1,3,2,2, 
100976,2,1,1,5,1,4, , ,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,4,3,4, ,1,8, ,9,1,0, , , ,62,1,1,2,1,7, , , ,5,3,2,2, 
100978,2,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,2, ,4,2,1,3,4,1,1,It has helped people connect to each other.,2,1,0, , , ,70,2,6,3,2,1, , , ,1, ,4,2, 
100979,1,1,1,2,2, , , ,1,2,2,1,2,2,2,1,2,1,2,2,2, , ,2, ,2,3,1,2, ,1,1,gets infprmation to your finger tips about everything,1,1,5,1,2,2,55,2,2,2,2,1, , , ,1, ,1,4,8
100980,1,1,1,2,1,2, , ,1,1,1,1,2,2,1,1,2,1,2,1,2, ,1,1, ,2,3,1,1,1,1,1,infornation very accessible,1,1,3,1,2,2,46,1,6,1,2,1, , , ,1, ,8,2, 
100981,1,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,3,1, , ,2,1,ay muchaq violencia que ven los ninos en el internet,9, ,0, , , ,57,1,1,4,1,1, , , ,1,3,1,4,8
100982,2,1,1,2,1,2, , ,1,1,1,1,2,2,1,1,1,2,1,2,2, ,1,2,3, ,4,2,2,2,1,1,as a search tool,1,1,10,1,2,2,20,6,5,1,1,7, , , ,5,1,1,2, 
100983,1,1,1,2,1,2, , ,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,1,1,3,4,2,2,2,1,1,lets people know more,1,1,0, , , ,40,6,3,1,2,1, , , ,1, ,4,8,8
100984,2,1,1,2,2, , , ,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1, ,1,4,2,2,2,1,1,everyone gets to know things easily and its accessible,1,1,10,1,2,1,30,1,7,4,2,3, , , ,3, ,99,9,9
100985,1,1,1,5,2, , , ,2,2,1,1,2,2,2,1,2,1,2,2,2, , ,3, ,4,4,5,4, ,2,1,people exploit too much on it,6,2,0, , , ,21,6,3,4,2,4, , , ,5, ,1,3,8
100986,1,1,1,2,1,2, , ,1,1,1,1,1,2,1,1,1,1,2,1,2, ,2,1,2,3,3,1,1,2,3, , ,9,1,10,1,1,1,99,2,3,1,2,1, , , ,1, ,99,2, 
100987,2,1,1,2,1,2, , ,1,1,1,1,2,2,1,1,1,1,2,2,2, ,3,3,1,4,4,2,1,3,1,1,"becuase i could get whatever info i need to do whatever i need to do such as texting, learn how to do new things",1,1,36,1,1,2,36,1,6,2,2,1, , , ,1, ,8,3,1
100988,2,1,1,5,1,2, , ,8,2,2,2,2,2,2,2,2,2,2,1,2, , , , , ,6,3,3, ,2,1,"access to things that people are too young to purse, pornograph and dirty movies and stuff like that, and violent games",5,1,97,1,2,2,70,3,3,5,2,1, , , ,1, ,1,3,1
100989,2,1,1,1,1,3, , ,1,1,1,1,1,2,2,1,2,1,1,2,1, , ,1, ,3,2,1,1,2,1,1,More information is available to everyone,1,1,25,1,1,2,46,1,8,1,2,3, , , ,3, ,9,3,2
100991,1,1,1,1,1,2, , ,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,4,1,1,1,2,1,Anonymous opinions that drives content is a big problem,3,1,20,1,1,1,33,1,4,1,2,1, , , ,1, ,8,3,1
100993,1,1,1,1,1,2, , ,1,1,2,1,1,1,2,1,1,1,2,1,2,5, ,4,5,1,2,1,1,1,1,1,People can get connected,2,1,30,1,2,1,20,6,4,2,2,1,5, , ,4, ,6,2, 
100995,1,1,1,2,1,2, , ,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,3,1,1,valueble,8,1,6,1,2,2,99,9,5,99,9,9, , , ,9, ,99,3,2
100996,2,1,1,2,1,2, , ,1,2,2,1,2,1,2,2,2,2,2,1,2,5, , , , ,1,1,1, ,1,1,"it updates people on current news, if theres an emergency",1,1,25,1,1,1,64,1,6,3,2,1, , , ,1, ,7,3,8
100997,2,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,3, , ,2,1,young people distracted with phones,5, ,0, , , ,89,5,3,3,2,1, , , ,1, ,2,1, 
100998,1,1,8,3,1,1,1, ,1,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,1,1,3, ,2,1,Society is becoming addicted to it,4,1,12,1,2,2,66,1,6,3,2,1, , , ,1, ,8,1, 
100999,1,1,1,1,1,2, , ,1,2,1,1,2,1,2,2,2,1,1,2,1,1, , , ,3,1,1,1, ,1,1,sharing info,1,1,20,1,2,2,50,6,8,5,2,3, , , ,3, ,1,4,8
101001,2,1,1,2,1,2, , ,1,1,2,1,2,1,1,1,2,1,2,1,2,4,3,3, ,4,1,1,2,4,2,1,bullying,6,1,12,1,2,1,64,3,5,1,2,1, , , ,1, ,5,1, 
101002,1,2,1,5,1,2, , ,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,2,4,4, ,3, , ,9,2,2,1,1,2,63,1,5,1,2,9, , , ,9, ,99,3,9
101003,2,1,1,1,1,2, , ,1,1,2,1,1,2,1,1,2,1,1,2,2, ,5,1, ,1,1,1,1,1,1,1,connects people,2,1,5,1,2,2,39,1,8,1,2,1, , , ,1, ,9,3,1
101005,1,1,1,2,1,2, , ,1,1,1,1,1,2,2,1,2,1,2,2,2, , ,3, ,1,1,2,1,4,1,1,makes people more connected and information more reachable,2,1,45,1,2,2,45,6,8,1,2,2, , , ,2, ,7,2, 
101006,2,1,1,5,2, , , ,1,2,2,2,2,2,2,1,2,2,2,2,2, , ,4, , ,2,3,3, ,1,1,You can accomplish from your home without having to visiting doctors and businesses and so forth.,8,1,20,1,2,2,60,1,4,1,2,1, , , ,1, ,7,4,2
101007,1,1,1,2,1,2, , ,2,2,1,1,2,2,2,2,2,1,2,2,2, , , , ,3,1,1,2, ,1,1,exchange of info,1,1,2,1,2,2,60,1,6,1,2,1, , , ,1, ,6,2, 
101008,1,1,2,2,1,2, , ,2,2,1,1,2,2,2,2,2,2,2,2,2, , , , , ,4,8,1, ,3, , ,9,1,96,1,1,2,75,1,8,3,2,1, , , ,1, ,9,3,1
101012,2,1,1,2,1,2, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,you can interact with the world. connect all over.,2,1,12,1,2,2,44,6,4,4,2,2, , , ,2, ,1,2, 
101013,2,1,1,2,1,2, , ,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,1, ,1,3,3,2,3,1,1,its opened up opportunitities for people to comminicate and be open,2,1,11,1,1,2,33,6,4,4,2,1, , , ,1, ,1,3,2
101015,2,1,1,4,1,2, , ,1,2,1,2,2,2,2,2,2,2,2,2,2, , , , , ,1,2,2, ,2,1,Too much accessibility,8,1,10,1,2,2,43,1,4,4,2,2, , , ,2, ,7,2, 
101016,1,1,1,3,1,2, , ,1,2,1,1,1,2,2,2,2,1,1,2,1, , , , ,4,2,1,1, ,1,1,made the world smaller,2,1,2,1,2,2,46,1,3,1,2,1, , , ,1, ,99,3,2
101017,2,1,1,1,2, , , ,1,2,2,2,2,2,2,2,1,1,1,2,1, , , ,5,2,3,1,1, ,1,1,because of the data and information... it makes the world smaller and easily connects people,2,1,12,1,1,2,54,3,4,1,1,1, , , ,1,1,6,1, 
101018,2,1,1,2,1,2, , ,1,1,2,1,2,2,1,1,2,1,1,1,1, ,2,2, ,3,2,5,1,2,1,1,The ease of access to broad types of information and ease of communication,1,1,24,1,2,1,64,3,6,2,2,1, , , ,1, ,7,3,2
101021,1,1,1,1,1,8, , ,1,1,2,1,1,2,2,1,1,1,2,2,2, , ,3,5,1,3,1,1,3,3, , ,9,1,9,1,2,2,21,6,3,4,2,1, , , ,1, ,7,1, 
101022,1,1,1,4,2, , , ,1,1,2,2,2,2,2,1,2,1,2,2,2, , ,1, ,2,2,1,1,4,1,1,helps letting people know whats going on,1,1,2,1,2,2,60,6,2,2,2,1, , , ,1, ,3,1, 
101023,1,1,1,2,1,2, , ,1,1,1,1,2,1,2,2,2,1,2,2,1,2, , , ,4,2,1,4,4,1,1,the sharing of information,1,1,3,1,2,2,46,1,5,1,2,2,3, , ,4, ,6,2, 
101029,1,1,1,2,1,2, , ,1,1,2,1,1,2,2,1,2,1,2,2,2, , ,5, ,3,4,4,4,4,1,1,benefits seem to outweigh the bad,8,1,15,1,1,1,27,1,4,4,2,1, , , ,1, ,2,3,8
101031,1,1,1,4,1,2, , ,1,2,1,1,1,2,2,2,2,1,2,2,2, , , , ,3,2,2,2, ,1,1,ease of access to information,1,1,2,1,2,2,55,1,3,1,2,2, , , ,2, ,6,3,2
