Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41,No,Travel_Rarely,447,5,2,Male,85,4,2,2,Single,6870,3,No,12,3,1,0,11,3,1,3,2,1,2
41,No,Travel_Rarely,796,4,3,Female,81,3,3,3,Divorced,10447,0,Yes,13,3,4,1,23,3,4,22,14,13,5
30,No,Travel_Rarely,1092,10,1,Female,64,3,3,3,Single,9667,9,No,14,3,2,0,9,3,3,7,7,0,2
26,Yes,Travel_Rarely,920,20,4,Female,69,3,1,2,Married,2148,0,Yes,11,3,3,0,6,3,3,5,1,1,4
46,Yes,Travel_Rarely,261,21,4,Female,66,3,2,2,Married,8926,4,No,22,4,4,1,13,2,4,9,7,3,7
40,No,Travel_Rarely,1194,1,3,Female,52,3,2,4,Divorced,6513,4,No,17,3,4,1,12,3,3,5,3,0,3
34,No,Travel_Rarely,810,8,2,Male,92,4,2,3,Married,6799,1,No,21,4,3,2,10,5,3,10,8,4,8
58,No,Non-Travel,350,2,2,Male,52,3,4,2,Divorced,16291,4,No,22,4,4,1,37,0,2,16,9,14,14
35,No,Travel_Rarely,185,23,2,Male,91,1,1,3,Married,2705,0,No,16,3,2,1,6,2,4,5,4,0,3
47,No,Travel_Rarely,1001,4,3,Female,92,2,3,2,Divorced,10333,8,Yes,12,3,3,1,28,4,3,22,11,14,10
40,No,Travel_Rarely,750,12,2,Female,47,3,2,1,Divorced,4448,2,No,12,3,2,1,15,3,3,7,4,7,7
54,No,Travel_Rarely,431,7,4,Female,68,3,2,4,Married,6854,4,No,15,3,2,1,14,2,2,7,1,1,7
31,No,Travel_Frequently,1125,7,1,Female,68,3,3,1,Married,9637,2,No,14,3,4,2,9,3,3,3,2,2,2
28,No,Travel_Rarely,1217,1,3,Female,67,3,1,1,Married,3591,1,No,25,4,3,1,3,3,3,3,2,1,2
38,No,Travel_Rarely,723,2,2,Female,77,1,2,4,Married,5405,2,Yes,20,4,1,2,20,4,2,4,2,0,3
26,No,Travel_Rarely,572,10,3,Male,46,3,2,4,Single,4684,1,No,13,3,1,0,5,4,3,5,3,1,2
58,No,Travel_Frequently,1216,15,1,Male,87,3,4,3,Married,15787,2,Yes,14,3,2,0,23,3,3,2,2,2,2
18,No,Non-Travel,1431,14,2,Female,33,3,1,3,Single,1514,1,No,16,3,3,0,0,4,1,0,0,0,0
31,Yes,Travel_Rarely,359,18,4,Male,89,4,1,1,Married,2956,0,No,17,3,3,0,2,4,3,1,0,0,0
29,Yes,Travel_Rarely,350,13,1,Male,56,2,1,1,Divorced,2335,4,Yes,15,3,4,3,4,3,3,2,2,2,0
45,No,Non-Travel,589,2,3,Female,67,3,2,3,Married,5154,4,No,22,4,2,2,10,3,4,8,7,5,7
36,No,Travel_Rarely,430,2,4,Female,73,3,2,2,Married,6962,4,Yes,22,4,4,1,15,2,3,1,0,0,0
43,No,Travel_Frequently,1422,2,1,Male,92,3,2,4,Married,5675,1,No,20,4,3,1,7,5,3,7,7,7,7
27,No,Travel_Frequently,1297,5,4,Female,53,3,1,4,Single,2379,0,Yes,14,3,3,0,6,3,2,5,4,0,2
29,No,Travel_Frequently,574,20,4,Male,40,3,1,4,Married,3812,1,No,13,3,2,0,11,3,4,11,8,3,10
32,No,Travel_Frequently,1318,10,4,Male,79,3,2,4,Single,4648,8,No,13,3,3,0,4,2,4,0,0,0,0
42,No,Non-Travel,355,10,3,Male,38,3,1,3,Married,2936,3,No,22,4,2,2,10,1,2,6,3,3,3
47,No,Travel_Rarely,207,9,2,Female,64,3,1,3,Single,2105,4,No,12,3,3,0,7,2,3,2,2,2,0
46,No,Travel_Rarely,706,2,4,Male,82,3,3,4,Divorced,8578,3,No,14,3,3,1,12,4,2,9,8,4,7
28,No,Non-Travel,280,1,3,Male,43,3,1,4,Divorced,2706,1,No,15,3,2,1,3,2,3,3,2,2,2
29,No,Travel_Rarely,726,29,4,Male,93,1,2,3,Divorced,6384,8,No,17,3,4,2,11,3,3,7,0,1,6
42,No,Travel_Rarely,1142,8,4,Male,81,3,1,3,Single,3968,4,No,13,3,4,0,8,3,3,0,0,0,0
32,Yes,Travel_Rarely,414,2,3,Male,82,2,2,2,Single,9907,7,Yes,12,3,3,0,7,3,2,2,2,2,2
46,No,Travel_Rarely,1319,3,1,Female,45,4,4,1,Divorced,13225,2,No,12,3,4,1,25,5,3,19,17,2,8
27,No,Travel_Rarely,728,23,2,Female,36,2,2,3,Married,3540,1,No,21,4,4,1,9,5,3,9,8,5,8
29,No,Travel_Rarely,352,6,4,Male,87,2,1,2,Married,2804,1,No,11,3,4,0,1,3,3,1,0,0,0
43,No,Travel_Rarely,823,6,1,Female,81,2,5,3,Married,19392,7,No,13,3,4,0,21,2,3,16,12,6,14
48,No,Travel_Rarely,1224,10,4,Male,91,2,5,2,Married,19665,4,No,12,3,4,0,29,3,3,22,10,12,9
29,Yes,Travel_Frequently,459,24,4,Male,73,2,1,4,Single,2439,1,Yes,24,4,2,0,1,3,2,1,0,1,0
46,Yes,Travel_Rarely,1254,10,3,Female,64,3,3,2,Married,7314,5,No,21,4,3,3,14,2,3,8,7,0,7
27,No,Travel_Frequently,1131,15,4,Female,77,2,1,1,Married,4774,0,No,19,3,4,1,8,2,2,7,6,7,3
39,No,Travel_Rarely,835,19,4,Male,41,3,2,4,Divorced,3902,8,No,14,3,2,3,7,2,3,2,2,2,2
55,No,Travel_Rarely,836,2,2,Male,98,2,1,4,Married,2662,8,No,20,4,2,1,19,2,4,5,2,0,4
28,No,Travel_Rarely,1172,3,2,Female,78,3,1,2,Married,2856,1,No,19,3,4,1,1,3,3,1,0,0,0
30,Yes,Travel_Rarely,945,9,2,Male,89,3,1,4,Single,1081,1,No,13,3,3,0,1,3,2,1,0,0,0
22,Yes,Travel_Rarely,391,7,4,Male,75,3,1,2,Single,2472,1,Yes,23,4,1,0,1,2,3,1,0,0,0
36,No,Travel_Rarely,1266,10,2,Female,63,2,2,3,Married,5673,1,Yes,13,3,1,1,10,4,3,10,9,1,7
31,No,Travel_Rarely,311,20,2,Male,89,3,2,3,Divorced,4197,1,No,11,3,1,1,10,2,3,10,8,0,2
34,No,Travel_Rarely,1480,4,3,Male,64,3,3,4,Married,9713,2,Yes,13,3,4,3,9,3,3,5,3,1,0
29,No,Travel_Rarely,592,7,4,Male,59,3,1,1,Single,2062,3,No,14,3,2,0,11,2,3,3,2,1,2
37,No,Travel_Rarely,783,7,4,Male,78,3,2,1,Married,4284,5,Yes,22,4,3,1,16,2,3,5,3,0,4
35,No,Travel_Rarely,219,16,4,Female,44,2,2,2,Married,4788,0,Yes,11,3,4,0,4,2,3,3,2,0,2
45,No,Travel_Rarely,556,25,2,Female,93,2,2,4,Married,5906,0,No,13,3,4,2,10,2,2,9,8,3,8
36,No,Travel_Frequently,1213,2,2,Male,94,2,2,4,Single,3886,1,No,21,4,4,0,10,2,2,10,1,0,8
40,No,Travel_Rarely,1137,1,1,Male,98,3,4,1,Divorced,16823,2,No,11,3,1,1,22,3,3,19,7,11,16
26,No,Travel_Rarely,482,1,2,Female,90,2,1,3,Married,2933,1,Yes,13,3,3,1,1,3,2,1,0,1,0
27,No,Travel_Rarely,511,2,1,Female,89,4,2,3,Single,6500,0,No,14,3,2,0,9,5,2,8,7,0,7
48,No,Travel_Frequently,117,22,4,Female,58,3,4,4,Divorced,17174,3,No,11,3,2,1,24,3,3,22,17,4,7
44,No,Travel_Rarely,170,1,2,Male,78,4,2,1,Married,5033,2,No,15,3,4,1,10,5,3,2,0,2,2
34,Yes,Non-Travel,967,16,4,Male,85,1,1,1,Married,2307,1,Yes,23,4,2,1,5,2,3,5,2,3,0
56,Yes,Travel_Rarely,1162,24,1,Male,97,3,1,4,Single,2587,1,No,16,3,4,0,5,3,3,4,2,1,0
36,No,Travel_Rarely,335,17,3,Male,33,2,2,2,Married,5507,2,No,16,3,3,2,12,1,1,4,2,1,3
41,No,Travel_Rarely,337,8,3,Female,54,3,2,2,Married,4393,5,No,21,4,3,1,14,3,3,5,4,1,4
42,No,Travel_Rarely,1396,6,3,Male,83,3,3,1,Married,13348,9,No,13,3,2,1,18,3,4,13,7,5,7
31,No,Travel_Rarely,1079,10,3,Female,86,3,2,4,Divorced,6583,2,Yes,11,3,4,1,8,2,3,5,2,1,4
34,No,Travel_Rarely,735,3,4,Female,75,2,2,4,Married,8103,3,Yes,12,3,3,0,9,3,2,4,2,0,1
31,No,Travel_Rarely,471,4,1,Female,62,4,1,3,Divorced,3978,8,No,12,3,2,1,4,0,2,2,2,2,2
26,No,Travel_Frequently,1096,6,3,Male,61,4,1,4,Married,2544,0,No,18,3,1,1,8,3,3,7,7,7,7
45,No,Travel_Frequently,1297,1,2,Male,44,3,2,3,Single,5399,4,No,12,3,3,0,12,3,3,4,2,0,3
33,No,Travel_Rarely,217,10,2,Male,43,3,2,3,Single,5487,1,No,14,3,2,0,10,2,2,10,4,0,9
28,No,Travel_Frequently,783,1,3,Male,42,2,2,4,Married,6834,1,Yes,12,3,3,1,7,2,3,7,7,0,7
29,Yes,Travel_Frequently,746,24,3,Male,45,4,1,1,Single,1091,1,No,17,3,4,0,1,3,3,1,0,0,0
39,No,Non-Travel,1251,21,1,Female,32,1,2,3,Married,5736,6,No,19,3,3,1,10,1,3,3,2,1,2
27,No,Travel_Rarely,1354,2,2,Male,41,3,1,2,Married,2226,1,No,11,3,3,1,6,3,2,5,3,1,2
34,No,Travel_Frequently,735,22,3,Male,86,2,2,4,Married,5747,1,Yes,15,3,2,0,16,3,3,15,10,6,11
28,Yes,Travel_Rarely,1475,13,4,Female,84,3,2,3,Single,9854,3,Yes,11,3,4,0,6,0,3,2,0,2,2
47,No,Non-Travel,1169,14,3,Male,64,3,2,2,Married,5467,8,No,18,3,3,1,16,4,4,8,7,1,7
56,No,Travel_Rarely,1443,11,4,Female,89,2,2,1,Married,5380,4,No,16,3,3,1,6,3,3,0,0,0,0
39,No,Travel_Rarely,867,9,1,Male,87,3,2,1,Married,5151,1,No,25,4,4,1,10,3,3,10,0,7,9
38,No,Travel_Frequently,1394,8,4,Female,58,2,2,2,Divorced,2133,1,Yes,16,3,3,1,20,3,3,20,11,0,7
58,No,Travel_Rarely,605,21,4,Female,72,3,4,4,Married,17875,4,Yes,13,3,3,1,29,2,2,1,0,0,0
32,Yes,Travel_Frequently,238,5,1,Female,47,4,1,3,Single,2432,3,Yes,14,3,1,0,8,2,3,4,1,0,3
38,No,Travel_Rarely,1206,9,2,Male,71,3,1,4,Divorced,4771,2,No,19,3,4,2,10,0,4,5,2,0,3
49,No,Travel_Frequently,1064,2,2,Male,42,3,5,4,Married,19161,3,No,15,3,4,0,28,3,3,5,4,4,3
42,No,Travel_Rarely,419,12,2,Male,77,3,2,4,Divorced,5087,3,Yes,12,3,3,2,14,4,3,0,0,0,0
27,Yes,Travel_Frequently,1337,22,1,Female,58,2,1,2,Married,2863,1,No,12,3,1,0,1,2,3,1,0,0,0
35,No,Travel_Rarely,682,18,2,Male,71,3,2,1,Married,5561,0,No,16,3,4,1,6,2,1,5,3,0,4
28,No,Non-Travel,1103,16,3,Male,49,3,1,3,Single,2144,1,No,14,3,3,0,5,3,2,5,3,1,4
31,No,Non-Travel,976,3,3,Male,48,3,1,1,Divorced,3065,1,Yes,13,3,4,1,4,3,4,4,2,2,3
36,No,Non-Travel,1351,9,1,Male,66,4,1,2,Married,2810,1,No,22,4,2,0,5,3,3,5,4,0,2
34,No,Travel_Rarely,937,1,1,Male,32,3,3,4,Single,9888,1,No,21,4,1,0,14,3,2,14,8,2,1
34,No,Travel_Rarely,1239,13,4,Male,39,3,3,3,Divorced,8628,1,No,18,3,3,1,9,2,2,8,7,1,1
26,No,Travel_Rarely,157,1,3,Male,95,3,1,1,Single,2867,0,No,13,3,4,0,8,6,2,7,7,7,6
29,No,Travel_Rarely,136,1,1,Male,89,3,2,1,Married,5373,0,No,12,3,1,1,6,5,2,5,3,0,2
32,No,Non-Travel,1146,15,3,Female,34,3,2,4,Divorced,6667,5,No,18,3,2,1,9,6,3,5,1,1,2
31,No,Travel_Frequently,1125,1,4,Male,48,1,2,1,Married,5003,1,No,21,4,2,0,10,6,3,10,8,8,7
28,Yes,Travel_Rarely,1404,17,3,Male,32,2,1,4,Divorced,2367,5,No,12,3,1,1,6,2,2,4,1,0,3
38,No,Travel_Rarely,1404,1,1,Male,59,2,1,1,Single,2858,4,No,14,3,1,0,20,3,2,1,0,0,0
35,No,Travel_Rarely,1224,7,3,Female,55,3,2,4,Married,5204,1,Yes,11,3,4,0,10,2,3,10,8,0,9
27,No,Travel_Rarely,954,9,4,Male,44,3,2,4,Single,4105,1,No,14,3,1,0,7,5,3,7,7,0,7
32,No,Travel_Rarely,1373,5,4,Male,56,2,2,4,Single,9679,8,No,24,4,2,0,8,1,3,1,0,0,0
31,Yes,Travel_Frequently,754,26,1,Male,63,3,2,4,Married,5617,1,Yes,11,3,3,0,10,4,3,10,7,0,8
53,Yes,Travel_Rarely,1168,24,1,Male,66,3,3,1,Single,10448,6,Yes,13,3,2,0,15,2,2,2,2,2,2
54,No,Travel_Rarely,155,9,1,Female,67,3,2,3,Married,2897,3,No,11,3,3,2,9,6,2,4,3,2,3
33,No,Travel_Frequently,1303,7,4,Male,36,3,2,3,Divorced,5968,1,No,20,4,3,3,9,2,3,9,7,2,8
43,No,Travel_Rarely,574,11,1,Male,30,3,3,3,Married,7510,1,No,17,3,2,1,10,1,3,10,9,0,9
38,No,Travel_Frequently,1444,1,4,Male,88,3,1,2,Married,2991,0,Yes,11,3,2,1,7,2,3,6,2,1,2
55,No,Travel_Rarely,189,26,3,Male,71,4,5,2,Married,19636,4,Yes,18,3,1,1,35,0,3,10,9,1,4
31,No,Travel_Rarely,1276,2,4,Female,59,1,1,4,Divorced,1129,1,Yes,11,3,3,3,1,4,3,1,0,0,0
39,No,Travel_Rarely,119,15,2,Male,77,3,4,1,Single,13341,0,No,12,3,1,0,21,3,3,20,8,11,10
42,No,Non-Travel,335,23,4,Male,37,2,2,3,Single,4332,1,No,12,3,4,0,20,2,3,20,9,3,7
31,No,Non-Travel,697,10,3,Female,40,3,3,3,Married,11031,4,No,20,4,3,1,13,2,4,11,7,4,8
54,No,Travel_Rarely,157,10,3,Female,77,3,2,1,Single,4440,6,Yes,19,3,4,0,9,3,3,5,2,1,4
24,No,Travel_Rarely,771,1,2,Male,45,2,2,3,Single,4617,1,No,12,3,2,0,4,2,2,4,3,1,2
23,No,Travel_Rarely,571,12,4,Male,78,3,1,4,Single,2647,1,No,13,3,3,0,5,6,4,5,2,1,4
40,No,Travel_Frequently,692,11,4,Female,73,3,2,3,Married,6323,1,No,11,3,1,1,10,2,4,10,9,9,4
40,No,Travel_Rarely,444,2,2,Female,92,3,2,2,Married,5677,3,No,14,3,3,1,15,4,3,11,8,5,10
25,No,Travel_Rarely,309,2,3,Female,82,3,1,2,Married,2187,4,No,14,3,3,0,6,3,3,2,0,1,2
30,No,Travel_Rarely,911,1,4,Male,76,3,1,2,Married,3748,1,No,13,3,3,0,12,6,2,12,8,1,7
25,No,Travel_Rarely,977,2,4,Male,57,3,1,3,Divorced,3977,6,Yes,19,3,3,1,7,2,2,2,2,0,2
47,No,Travel_Rarely,1180,25,1,Male,84,3,3,3,Single,8633,2,No,23,4,2,0,25,3,3,17,14,12,11
33,No,Non-Travel,1313,1,2,Male,59,2,1,3,Divorced,2008,1,No,12,3,3,3,1,2,2,1,1,0,0
38,No,Travel_Rarely,1321,1,4,Male,86,3,2,2,Married,4440,0,No,15,3,1,2,16,3,3,15,13,5,8
31,No,Travel_Rarely,1154,2,1,Male,54,3,1,3,Married,3067,0,No,19,3,3,1,3,1,3,2,2,1,2
38,No,Travel_Frequently,508,6,1,Male,72,2,2,3,Married,5321,2,No,11,3,4,1,10,1,3,8,3,7,7
42,No,Travel_Rarely,557,18,4,Male,35,3,2,1,Divorced,5410,6,Yes,17,3,3,1,9,3,2,4,3,1,2
41,No,Travel_Rarely,642,1,4,Male,76,3,1,4,Married,2782,3,No,22,4,1,1,12,3,3,5,3,1,0
47,No,Non-Travel,1162,1,3,Female,98,3,3,2,Married,11957,0,No,18,3,1,2,14,3,1,13,8,5,12
35,No,Travel_Rarely,1490,11,4,Male,43,3,1,3,Married,2660,7,Yes,11,3,3,1,5,3,3,2,2,2,2
22,No,Travel_Rarely,581,1,4,Male,63,3,1,3,Single,3375,0,No,12,3,4,0,4,2,4,3,2,1,2
35,No,Travel_Rarely,1395,9,2,Male,48,3,2,3,Single,5098,1,No,19,3,2,0,10,5,3,10,7,0,8
33,No,Travel_Rarely,501,15,2,Female,95,3,2,4,Married,4878,0,Yes,13,3,1,1,10,6,3,9,7,8,1
32,No,Travel_Rarely,267,29,3,Female,49,2,1,2,Single,2837,1,No,13,3,3,0,6,3,3,6,2,4,1
40,No,Travel_Rarely,543,1,1,Male,83,3,1,4,Married,2406,8,No,19,3,3,2,8,3,2,1,0,0,0
32,No,Travel_Rarely,234,1,2,Male,68,2,1,2,Married,2269,0,No,14,3,2,1,3,2,3,2,2,2,2
39,No,Travel_Rarely,116,24,1,Male,52,3,2,4,Single,4108,7,No,13,3,1,0,18,2,3,7,7,1,7
38,No,Travel_Rarely,201,10,2,Female,99,1,3,3,Married,13206,3,No,12,3,1,1,20,3,3,18,16,1,11
32,No,Travel_Rarely,801,1,3,Female,48,3,3,4,Married,10422,1,No,19,3,3,2,14,3,3,14,10,5,7
37,No,Travel_Rarely,161,10,3,Female,42,4,3,4,Married,13744,1,Yes,25,4,1,1,16,2,3,16,11,6,8
25,No,Travel_Rarely,1382,8,1,Female,85,3,2,3,Divorced,4907,0,Yes,22,4,2,1,6,3,2,5,3,0,4
52,No,Non-Travel,585,29,1,Male,40,3,1,4,Divorced,3482,2,No,15,3,2,2,16,3,2,9,8,0,0
44,No,Travel_Rarely,1037,1,2,Male,42,3,1,4,Single,2436,6,Yes,12,3,3,0,6,2,3,4,3,1,2
21,No,Travel_Rarely,501,5,3,Male,58,3,1,1,Single,2380,1,Yes,11,3,4,0,2,6,3,2,2,1,2
39,No,Non-Travel,105,9,4,Male,87,3,5,4,Single,19431,2,No,13,3,3,0,21,3,2,6,0,1,3
23,Yes,Travel_Frequently,638,9,4,Male,33,3,1,1,Married,1790,1,No,19,3,1,1,1,3,2,1,0,1,0
36,No,Travel_Rarely,557,3,1,Female,94,2,3,4,Married,7644,0,No,19,3,3,2,10,2,3,9,7,3,4
36,No,Travel_Frequently,688,4,4,Female,97,3,2,2,Divorced,5131,7,No,13,3,2,3,18,3,3,4,2,0,2
56,No,Non-Travel,667,1,3,Male,57,3,2,3,Divorced,6306,1,No,21,4,1,1,13,2,2,13,12,1,9
29,Yes,Travel_Rarely,1092,1,1,Male,36,3,1,4,Married,4787,9,Yes,14,3,2,3,4,3,4,2,2,2,2
42,No,Travel_Rarely,300,2,1,Male,56,3,5,3,Married,18880,5,No,11,3,1,0,24,2,2,22,6,4,14
56,Yes,Travel_Rarely,310,7,4,Male,72,3,1,3,Married,2339,8,No,11,3,4,1,14,4,1,10,9,9,8
41,No,Travel_Rarely,582,28,1,Female,60,2,4,2,Married,13570,0,No,23,4,3,1,21,3,3,20,7,0,10
34,No,Travel_Rarely,704,28,4,Female,95,2,2,3,Married,6712,1,No,21,4,4,2,8,2,3,8,7,1,7
36,No,Non-Travel,301,15,4,Male,88,1,2,4,Divorced,5406,1,No,24,4,1,1,15,4,2,15,12,11,11
41,No,Travel_Rarely,930,3,3,Male,57,2,2,2,Divorced,8938,2,No,11,3,3,1,14,5,3,5,4,0,4
32,No,Travel_Rarely,529,2,4,Male,78,3,1,1,Single,2439,1,No,14,3,4,0,4,4,3,4,2,1,2
35,No,Travel_Rarely,1146,26,3,Female,31,3,3,4,Single,8837,1,Yes,16,3,3,0,9,2,3,9,0,1,7
38,No,Travel_Rarely,345,10,1,Female,100,3,2,4,Married,5343,1,No,11,3,3,1,10,1,3,10,7,1,9
50,Yes,Travel_Frequently,878,1,2,Male,94,3,2,3,Divorced,6728,7,No,12,3,4,2,12,3,3,6,3,0,1
36,No,Travel_Rarely,1120,11,2,Female,100,2,2,4,Married,6652,4,No,13,3,1,1,8,2,2,6,3,0,0
45,No,Travel_Rarely,374,20,4,Female,50,3,2,3,Single,4850,8,No,15,3,3,0,8,3,3,5,3,0,1
40,No,Travel_Rarely,1322,2,3,Male,52,2,1,3,Single,2809,2,No,14,3,4,0,8,2,3,2,2,2,2
35,No,Travel_Frequently,1199,18,3,Male,80,3,2,3,Married,5689,1,Yes,14,3,4,2,10,2,4,10,2,0,2
40,No,Travel_Rarely,1194,2,3,Female,98,3,1,3,Married,2001,2,No,14,3,2,3,20,2,3,5,3,0,2
35,No,Travel_Rarely,287,1,3,Female,62,1,1,4,Married,2977,1,No,12,3,4,1,4,5,3,4,3,1,1
29,No,Travel_Rarely,1378,13,4,Male,46,2,2,2,Married,4025,4,Yes,13,3,1,1,10,2,3,4,3,0,3
29,No,Travel_Rarely,468,28,4,Female,73,2,1,1,Single,3785,1,No,14,3,2,0,5,3,1,5,4,0,4
50,Yes,Travel_Rarely,410,28,4,Male,39,2,3,1,Divorced,10854,4,Yes,13,3,2,1,20,3,3,3,2,2,0
39,No,Travel_Rarely,722,24,2,Female,60,2,4,4,Married,12031,0,No,11,3,1,1,21,2,2,20,9,9,6
31,No,Non-Travel,325,5,2,Male,74,3,2,1,Single,9936,0,No,19,3,2,0,10,2,3,9,4,1,7
26,No,Travel_Rarely,1167,5,4,Female,30,2,1,3,Single,2966,0,No,18,3,4,0,5,2,3,4,2,0,0
36,No,Travel_Frequently,884,23,3,Male,41,4,2,4,Married,2571,4,No,17,3,3,1,17,3,3,5,2,0,3
39,No,Travel_Rarely,613,6,4,Male,42,2,3,1,Married,9991,4,No,15,3,1,1,9,5,3,7,7,1,7
27,No,Travel_Rarely,155,4,2,Male,87,4,2,2,Married,6142,1,Yes,20,4,2,1,6,0,3,6,2,0,3
49,No,Travel_Frequently,1023,2,4,Male,63,2,2,2,Married,5390,2,No,14,3,4,0,17,3,2,9,6,0,8
34,No,Travel_Rarely,628,8,2,Male,82,4,2,3,Married,4404,2,No,12,3,1,0,6,3,4,4,3,1,2
